year,o_name,d_name,q50,q10,q90
2000,FSM,TWN,0,0,0
2000,FSM,USA,189,160,224
2000,FSM,VNM,0,0,0
2000,FSM,VUT,0,0,0
2000,FSM,WLF,0,0,0
2000,FSM,WSM,0,0,0
2000,FSM,AFR,0,0,0
2000,FSM,EUR,13,10,15
2000,FSM,ROA,0,0,0
2000,FSM,SCA,2,2,3
2000,GUM,AFG,0,0,0
2000,GUM,ASM,0,0,0
2000,GUM,AUS,1,0,1
2000,GUM,BGD,0,0,0
2000,GUM,BRN,0,0,0
2000,GUM,BTN,0,0,0
2000,GUM,CAN,2,1,2
2000,GUM,CHN,301,212.8,433
2000,GUM,COK,0,0,0
2000,GUM,FJI,0,0,0
2000,GUM,FSM,220,184.9,265
2000,GUM,GUM,0,0,0
2000,GUM,HKG,0,0,0
2000,GUM,IDN,1,1,1
2000,GUM,IND,0,0,0
2000,GUM,IRN,0,0,0
2000,GUM,JPN,535,401.9,700.1
2000,GUM,KHM,0,0,0
2000,GUM,KIR,0,0,0
